1	<p>πρῶτον μέν, ὦ ἄνδρες Ἀθηναῖοι, τοῖς θεοῖς εὔχομαι πᾶσι καὶ πάσαις, ὅσην εὔνοιαν ἔχων ἐγὼ διατελῶ τῇ τε πόλει καὶ πᾶσιν ὑμῖν, τοσαύτην ὑπάρξαι μοι παρ’ ὑμῶν εἰς τουτονὶ τὸν ἀγῶνα, ἔπειθ’ ὅπερ ἐστὶ μάλισθ’ ὑπὲρ ὑμῶν καὶ τῆς ὑμετέρας εὐσεβείας τε καὶ δόξης, τοῦτο παραστῆσαι τοὺς θεοὺς ὑμῖν, μὴ τὸν ἀντίδικον σύμβουλον ποιήσασθαι περὶ τοῦ πῶς ἀκούειν ὑμᾶς ἐμοῦ δεῖ (σχέτλιον γὰρ ἂν εἴη τοῦτό γε),</p>
2	<p>ἀλλὰ τοὺς νόμους καὶ τὸν ὅρκον, ἐν ᾧ πρὸς ἅπασι τοῖς ἄλλοις δικαίοις καὶ τοῦτο γέγραπται, τὸ ὁμοίως ἀμφοῖν ἀκροάσασθαι. τοῦτο δ’ ἐστὶν οὐ μόνον τὸ μὴ προκατεγνωκέναι μηδέν, οὐδὲ τὸ τὴν εὔνοιαν ἴσην ἀποδοῦναι, ἀλλὰ τὸ καὶ τῇ τάξει καὶ τῇ ἀπολογίᾳ, ὡς βεβούληται καὶ προῄρηται τῶν ἀγωνιζομένων ἕκαστος, οὕτως ἐᾶσαι χρήσασθαι.</p>
3	<p>πολλὰ μὲν οὖν ἔγωγ’ ἐλαττοῦμαι κατὰ τουτονὶ τὸν ἀγῶν’ Αἰσχίνου, δύο δ’, ὦ ἄνδρες Ἀθηναῖοι, καὶ μεγάλα, ἓν μὲν ὅτι οὐ περὶ τῶν ἴσων ἀγωνίζομαι· οὐ γάρ ἐστιν ἴσον νῦν ἐμοὶ τῆς παρ’ ὑμῶν εὐνοίας διαμαρτεῖν καὶ τούτῳ μὴ ἑλεῖν τὴν γραφήν, ἀλλ’ ἐμοὶ μὲν—οὐ βούλομαι δυσχερὲς εἰπεῖν οὐδὲν ἀρχόμενος τοῦ λόγου, οὗτος δ’ ἐκ περιουσίας μου κατηγορεῖ. ἕτερον δ’, ὃ φύσει πᾶσιν ἀνθρώποις ὑπάρχει, τῶν μὲν λοιδοριῶν καὶ τῶν κατηγοριῶν ἀκούειν ἡδέως, τοῖς ἐπαινοῦσι δ’ αὑτοὺς ἄχθεσθαι·</p>
4	<p>τούτων τοίνυν ὃ μέν ἐστι πρὸς ἡδονήν, τούτῳ δέδοται, ὃ δὲ πᾶσιν ὡς ἔπος εἰπεῖν ἐνοχλεῖ, λοιπὸν ἐμοί. κἂν μὲν εὐλαβούμενος τοῦτο μὴ λέγω τὰ πεπραγμέν’ ἐμαυτῷ, οὐκ ἔχειν ἀπολύσασθαι τὰ κατηγορημένα δόξω, οὐδ’ ἐφ’ οἷς ἀξιῶ τιμᾶσθαι δεικνύναι· ἐὰν δ’ ἐφ’ ἃ καὶ πεποίηκα καὶ πεπολίτευμαι βαδίζω, πολλάκις λέγειν ἀναγκασθήσομαι περὶ ἐμαυτοῦ. πειράσομαι μὲν οὖν ὡς μετριώτατα τοῦτο ποιεῖν· ὅ τι δ’ ἂν τὸ πρᾶγμα αὔτ’ ἀναγκάζῃ, τούτου τὴν αἰτίαν οὗτός ἐστι δίκαιος ἔχειν ὁ τοιοῦτον ἀγῶν’ ἐνστησάμενος.</p>
5	<p>οἶμαι δ’ ὑμᾶς, ὦ ἄνδρες Ἀθηναῖοι, πάντας ἂν ὁμολογῆσαι κοινὸν εἶναι τουτονὶ τὸν ἀγῶν’ ἐμοὶ καὶ Κτησιφῶντι καὶ οὐδὲν ἐλάττονος ἄξιον σπουδῆς ἐμοί· πάντων μὲν γὰρ ἀποστερεῖσθαι λυπηρόν ἐστι καὶ χαλεπόν, ἄλλως τε κἂν ὑπ’ ἐχθροῦ τῳ τοῦτο συμβαίνῃ, μάλιστα δὲ τῆς παρ’ ὑμῶν εὐνοίας καὶ φιλανθρωπίας, ὅσῳπερ καὶ τὸ τυχεῖν τούτων μέγιστόν ἐστιν.</p>
6	<p>περὶ τούτων δ’ ὄντος τουτουὶ τοῦ ἀγῶνος ἀξιῶ καὶ δέομαι πάντων ὁμοίως ὑμῶν ἀκοῦσαί μου περὶ τῶν κατηγορημένων ἀπολογουμένου δικαίως, ὥσπερ οἱ νόμοι κελεύουσιν, οὓς ὁ τιθεὶς ἐξ ἀρχῆς Σόλων, εὔνους ὢν ὑμῖν καὶ δημοτικός, οὐ μόνον τῷ γράψαι κυρίους ᾤετο δεῖν εἶναι, ἀλλὰ καὶ τῷ τοὺς δικάζοντας ὀμωμοκέναι, οὐκ ἀπιστῶν ὑμῖν,</p>
7	<p>ὥς γ’ ἐμοὶ φαίνεται, ἀλλ’ ὁρῶν ὅτι τὰς αἰτίας καὶ τὰς διαβολάς, αἷς ἐκ τοῦ πρότερος λέγειν ὁ διώκων ἰσχύει, οὐκ ἔνι τῷ φεύγοντι παρελθεῖν, εἰ μὴ τῶν δικαζόντων ἕκαστος ὑμῶν τὴν πρὸς τοὺς θεοὺς εὐσέβειαν φυλάττων καὶ τὰ τοῦ λέγοντος ὑστέρου δίκαια εὐνοϊκῶς προσδέξεται, καὶ παρασχὼν αὑτὸν ἴσον καὶ κοινὸν ἀμφοτέροις ἀκροατὴν οὕτω τὴν διάγνωσιν ποιήσεται περὶ ἁπάντων.</p>
8	<p>μέλλων δὲ τοῦ τ’ ἰδίου βίου παντός, ὡς ἔοικε, λόγον διδόναι τήμερον καὶ τῶν κοινῇ πεπολιτευμένων, βούλομαι πάλιν τοὺς θεοὺς παρακαλέσαι, καὶ ἐναντίον ὑμῶν εὔχομαι πρῶτον μέν, ὅσην εὔνοιαν ἔχων ἐγὼ διατελῶ τῇ τε πόλει καὶ πᾶσιν ὑμῖν, τοσαύτην ὑπάρξαι μοι παρ’ ὑμῶν εἰς τουτονὶ τὸν ἀγῶνα, ἔπειθ’ ὅ τι μέλλει συνοίσειν καὶ πρὸς εὐδοξίαν κοινῇ καὶ πρὸς εὐσέβειαν ἑκάστῳ, τοῦτο παραστῆσαι πᾶσιν ὑμῖν περὶ ταυτησὶ τῆς γραφῆς γνῶναι.</p>
9	<p>εἰ μὲν οὖν περὶ ὧν ἐδίωκε μόνον κατηγόρησεν Αἰσχίνης, κἀγὼ περὶ αὐτοῦ τοῦ προβουλεύματος εὐθὺς ἂν ἀπελογούμην· ἐπειδὴ δ’ οὐκ ἐλάττω λόγον τἄλλα διεξιὼν ἀνήλωκε καὶ τὰ πλεῖστα κατεψεύσατό μου, ἀναγκαῖον εἶναι νομίζω καὶ δίκαιον ἅμα βραχέ’, ὦ ἄνδρες Ἀθηναῖοι, περὶ τούτων εἰπεῖν πρῶτον, ἵνα μηδεὶς ὑμῶν τοῖς ἔξωθεν λόγοις ἠγμένος ἀλλοτριώτερον τῶν ὑπὲρ τῆς γραφῆς δικαίων ἀκούῃ μου.</p>
10	<p>περὶ μὲν δὴ τῶν ἰδίων ὅσα λοιδορούμενος βεβλασφήμηκεν περὶ ἐμοῦ, θεάσασθ’ ὡς ἁπλᾶ καὶ δίκαια λέγω. εἰ μὲν ἴστε με τοιοῦτον οἷον οὗτος ᾐτιᾶτο (οὐ γὰρ ἄλλοθί που βεβίωκ’ ἢ παρ’ ὑμῖν), μηδὲ φωνὴν ἀνάσχησθε, μηδ’ εἰ πάντα τὰ κοινὰ ὑπέρευ πεπολίτευμαι, ἀλλ’ ἀναστάντες καταψηφίσασθ’ ἤδη· εἰ δὲ πολλῷ βελτίω τούτου καὶ ἐκ βελτιόνων, καὶ μηδενὸς τῶν μετρίων, ἵνα μηδὲν ἐπαχθὲς λέγω, χείρονα καὶ ἐμὲ καὶ τοὺς ἐμοὺς ὑπειλήφατε καὶ γιγνώσκετε, τούτῳ μὲν μηδ’ ὑπὲρ τῶν ἄλλων πιστεύετε (δῆλον γὰρ ὡς ὁμοίως ἅπαντ’ ἐπλάττετο), ἐμοὶ δ’, ἣν παρὰ πάντα τὸν χρόνον εὔνοιαν ἐνδέδειχθ’ ἐπὶ πολλῶν ἀγώνων τῶν πρότερον, καὶ νυνὶ παράσχεσθε.</p>
