0540	019	-	-	1	t_1	πολλήν	a	-	-	a-s---fa-	Case=a|Gender=f|Number=s	πολύς
0540	019	-	-	2	t_2	μοι	p	-	-	p1s---md-	Case=d|Gender=m|Number=s|Person=1	ἐγώ
0540	019	-	-	3	t_3	ἀπορίαν	n	-	-	n-s---fa-	Case=a|Gender=f|Number=s	ἀπορία
0540	019	-	-	4	t_4	παρέχει	v	-	-	v3spia---	Mood=i|Number=s|Person=3|Tense=p|Voice=a	παρέχω
0540	019	-	-	5	t_5	ὁ	l	-	-	l-s---mn-	Case=n|Gender=m|Number=s	ὁ
0540	019	-	-	6	t_6	ἀγὼν	n	-	-	n-s---mn-	Case=n|Gender=m|Number=s	ἀγών
0540	019	-	-	7	t_7	οὑτοσί	a	-	-	a-s---mn-	Case=n|Gender=m|Number=s	οὗτος
0540	019	-	-	8	t_8	,	u	-	-	u--------	_	,
0540	019	-	-	9	t_9	ὦ	i	-	-	i--------	_	ὦ
0540	019	-	-	10	t_10	ἄνδρες	n	-	-	n-p---mv-	Case=v|Gender=m|Number=p	ἀνήρ
0540	019	-	-	11	t_11	δικασταί	n	-	-	n-p---mv-	Case=v|Gender=m|Number=p	δικαστής
0540	019	-	-	12	t_12	,	u	-	-	u--------	_	,
0540	019	-	-	13	t_13	ὅταν	c	-	-	c--------	_	ὅταν
0540	019	-	-	14	t_14	ἐνθυμηθῶ	v	-	-	v1sase---	Mood=s|Number=s|Person=1|Tense=a|Voice=e	ἐνθυμέομαι
0540	019	-	-	15	t_15	ὅτι	c	-	-	c--------	_	ὅτι
0540	019	-	-	16	t_16	,	u	-	-	u--------	_	,
0540	019	-	-	17	t_17	ἐὰν	c	-	-	c--------	_	ἐάν
0540	019	-	-	18	t_18	ἐγὼ	p	-	-	p1s---mn-	Case=n|Gender=m|Number=s|Person=1	ἐγώ
0540	019	-	-	19	t_19	μὲν	d	-	-	d--------	_	μέν
0540	019	-	-	20	t_20	μὴ	d	-	-	d--------	_	μή
0540	019	-	-	21	t_21	νῦν	d	-	-	d--------	_	νῦν
0540	019	-	-	22	t_22	εὖ	d	-	-	d--------	_	εὖ
0540	019	-	-	23	t_23	εἴπω	v	-	-	v1sasa---	Mood=s|Number=s|Person=1|Tense=a|Voice=a	εἶπον
0540	019	-	-	24	t_24	,	u	-	-	u--------	_	,
0540	019	-	-	25	t_25	οὐ	d	-	-	d--------	_	οὐ
0540	019	-	-	26	t_26	μόνον	a	-	-	a-s---na-	Case=a|Gender=n|Number=s	μόνος
0540	019	-	-	27	t_27	ἐγὼ	p	-	-	p1s---mn-	Case=n|Gender=m|Number=s|Person=1	ἐγώ
0540	019	-	-	28	t_28	ἀλλὰ	c	-	-	c--------	_	ἀλλά
0540	019	-	-	29	t_29	καὶ	d	-	-	d--------	_	καί
0540	019	-	-	30	t_30	ὁ	l	-	-	l-s---mn-	Case=n|Gender=m|Number=s	ὁ
0540	019	-	-	31	t_31	πατὴρ	n	-	-	n-s---mn-	Case=n|Gender=m|Number=s	πατήρ
0540	019	-	-	32	t_32	δόξει	v	-	-	v3sfia---	Mood=i|Number=s|Person=3|Tense=f|Voice=a	δοκέω
0540	019	-	-	33	t_33	ἄδικος	a	-	-	a-s---mn-	Case=n|Gender=m|Number=s	ἄδικος
0540	019	-	-	34	t_34	εἶναι	v	-	-	v--pna---	Mood=n|Tense=p|Voice=a	εἰμί
0540	019	-	-	35	t_35	,	u	-	-	u--------	_	,
0540	019	-	-	36	t_36	καὶ	c	-	-	c--------	_	καί
0540	019	-	-	37	t_37	τῶν	l	-	-	l-p---ng-	Case=g|Gender=n|Number=p	ὁ
0540	019	-	-	38	t_38	ὄντων	v	-	-	v-pppang-	Case=g|Gender=n|Mood=p|Number=p|Tense=p|Voice=a	εἰμί
0540	019	-	-	39	t_39	ἁπάντων	a	-	-	a-p---ng-	Case=g|Gender=n|Number=p	ἅπας
0540	019	-	-	40	t_40	στερήσομαι	v	-	-	v1sfip---	Mood=i|Number=s|Person=1|Tense=f|Voice=p	στερέω
0540	019	-	-	41	t_41	.	u	-	-	u--------	_	.
0540	019	-	-	1	t_42	ἀνάγκη	n	-	-	n-s---fn-	Case=n|Gender=f|Number=s	ἀνάγκη
0540	019	-	-	2	t_43	οὖν	d	-	-	d--------	_	οὖν
0540	019	-	-	3	t_44	,	u	-	-	u--------	_	,
0540	019	-	-	4	t_45	εἰ	c	-	-	c--------	_	εἰ
0540	019	-	-	5	t_46	καὶ	d	-	-	d--------	_	καί
0540	019	-	-	6	t_47	μὴ	d	-	-	d--------	_	μή
0540	019	-	-	7	t_48	δεινὸς	a	-	-	a-s---mn-	Case=n|Gender=m|Number=s	δεινός
0540	019	-	-	8	t_49	πρὸς	r	-	-	r--------	_	πρός
0540	019	-	-	9	t_50	ταῦτα	p	-	-	p-p---na-	Case=a|Gender=n|Number=p	οὗτος
0540	019	-	-	10	t_51	πέφυκα	v	-	-	v1sria---	Mood=i|Number=s|Person=1|Tense=r|Voice=a	φύω
0540	019	-	-	11	t_52	,	u	-	-	u--------	_	,
0540	019	-	-	12	t_53	βοηθεῖν	v	-	-	v--pna---	Mood=n|Tense=p|Voice=a	βοηθέω
0540	019	-	-	13	t_54	τῷ	l	-	-	l-s---md-	Case=d|Gender=m|Number=s	ὁ
0540	019	-	-	14	t_55	πατρὶ	n	-	-	n-s---md-	Case=d|Gender=m|Number=s	πατήρ
0540	019	-	-	15	t_56	καὶ	c	-	-	c--------	_	καί
0540	019	-	-	16	t_57	ἐμαυτῷ	p	-	-	p-s---md-	Case=d|Gender=m|Number=s	ἐμαυτοῦ
0540	019	-	-	17	t_58	οὕτως	d	-	-	d--------	_	οὕτως
0540	019	-	-	18	t_59	ὅπως	c	-	-	c--------	_	ὅπως
0540	019	-	-	19	t_60	ἂν	d	-	-	d--------	_	ἄν
0540	019	-	-	20	t_61	δύνωμαι	v	-	-	v1spse---	Mood=s|Number=s|Person=1|Tense=p|Voice=e	δύναμαι
0540	019	-	-	22	t_62	.	u	-	-	u--------	_	.
0540	019	-	-	1	t_63	τὴν	l	-	-	l-s---fa-	Case=a|Gender=f|Number=s	ὁ
0540	019	-	-	2	t_64	μὲν	d	-	-	d--------	_	μέν
