1	<p>πολλοί μοι προσεληλύθασιν, ὦ ἄνδρες δικασταί, θαυμάζοντες ὅτι ἐγὼ τῶν σιτοπωλῶν ἐν τῇ βουλῇ κατηγόρουν, καὶ λέγοντες ὅτι ὑμεῖς, εἰ ὡς μάλιστα αὐτοὺς ἀδικεῖν ἡγεῖσθε, οὐδὲν ἧττον καὶ τοὺς περὶ τούτων λόγους ποιουμένους συκοφαντεῖν νομίζετε. ὅθεν οὖν ἠνάγκασμαι κατηγορεῖν αὐτῶν, περὶ τούτων πρῶτον εἰπεῖν βούλομαι.</p>
2	<p>ἐπειδὴ γὰρ οἱ πρυτάνεις ἀπέδοσαν εἰς τὴν βουλὴν περὶ αὐτῶν, οὕτως ὠργίσθησαν αὐτοῖς, ὥστε ἔλεγόν τινες τῶν ῥητόρων ὡς ἀκρίτους αὐτοὺς χρὴ τοῖς ἕνδεκα παραδοῦναι θανάτῳ ζημιῶσαι. ἡγούμενος δὲ ἐγὼ δεινὸν εἶναι τοιαῦτα ἐθίζεσθαι ποιεῖν τὴν βουλήν, ἀναστὰς εἶπον ὅτι μοι δοκοίη κρίνειν τοὺς σιτοπώλας κατὰ τὸν νόμον, νομίζων, εἰ μέν εἰσιν ἄξια θανάτου εἰργασμένοι, ὑμᾶς οὐδὲν ἧττον ἡμῶν γνώσεσθαι τὰ δίκαια, εἰ δὲ μηδὲν ἀδικοῦσιν, οὐ δεῖν αὐτοὺς ἀκρίτους ἀπολωλέναι. πεισθείσης δὲ τῆς βουλῆς ταῦτα,</p>
3	<p>διαβάλλειν ἐπεχείρουν με λέγοντες ὡς ἐγὼ σωτηρίας ἕνεκα τῆς τῶν σιτοπωλῶν τοὺς λόγους τούτους ἐποιούμην. πρὸς μὲν οὖν βουλήν, ὅτ’ ἦν αὐτοῖς ἡ κρίσις, ἔργῳ ἀπελογησάμην· τῶν γὰρ ἄλλων ἡσυχίαν ἀγόντων ἀναστὰς αὐτῶν κατηγόρουν, καὶ πᾶσι φανερὸν ἐποίησα ὅτι οὐχ ὑπὲρ τούτων ἔλεγον, ἀλλὰ τοῖς νόμοις τοῖς κειμένοις ἐβοήθουν.</p>
4	<p>ἠρξάμην μὲν οὖν τούτων ἕνεκα, δεδιὼς τὰς αἰτίας· αἰσχρὸν δ’ ἡγοῦμαι πρότερον παύσασθαι, πρὶν ἂν ὑμεῖς περὶ αὐτῶν ὅ τι ἂν βούλησθε ψηφίσησθε.</p>
5	<p>καὶ πρῶτον μὲν ἀνάβητε. εἰπὲ σὺ ἐμοί, μέτοικος εἶ; <q>ναί.</q> μετοικεῖς δὲ πότερον ὡς πεισόμενος τοῖς νόμοις τοῖς τῆς πόλεως, ἢ ὡς ποιήσων ὅ τι ἂν βούλῃ; <q>ὡς πεισόμενος.</q> ἄλλο τι οὖν ἢ ἀξιοῖς ἀποθανεῖν, εἴ τι πεποίηκας παρὰ τοὺς νόμους, ἐφ’ οἷς θάνατος ἡ ζημία; <q>ἔγωγε·</q> ἀπόκριναι δή μοι, εἰ ὁμολογεῖς πλείω σῖτον συμπρίασθαι πεντήκοντα φορμῶν, ὧν ὁ νόμος ἐξεῖναι κελεύει. <q>ἐγὼ τῶν ἀρχόντων κελευόντων συνεπριάμην.</q></p>
6	<p>ἐὰν μὲν τοίνυν ἀποδείξῃ, ὦ ἄνδρες δικασταί, ὡς ἔστι νόμος ὃς κελεύει τοὺς σιτοπώλας συνωνεῖσθαι τὸν σῖτον, ἐὰν οἱ ἄρχοντες κελεύωσιν, ἀποψηφίσασθε· εἰ δὲ μή, δίκαιον ὑμᾶς καταψηφίσασθαι. ἡμεῖς γὰρ ὑμῖν παρεσχόμεθα τὸν νόμον, ὃς ἀπαγορεύει μηδένα τῶν ἐν τῇ πόλει πλείω σῖτον πεντήκοντα φορμῶν συνωνεῖσθαι.</p>
7	<p>χρῆν μὲν τοίνυν, ὦ ἄνδρες δικασταί, ἱκανὴν εἶναι ταύτην τὴν κατηγορίαν, ἐπειδὴ οὗτος μὲν ὁμολογεῖ συμπρίασθαι, ὁ δὲ νόμος ἀπαγορεύων φαίνεται, ὑμεῖς δὲ κατὰ τοὺς νόμους ὀμωμόκατε ψηφιεῖσθαι· ὅμως δ’ ἵνα πεισθῆτε ὅτι καὶ κατὰ τῶν ἀρχόντων ψεύδονται, ἀνάγκη καὶ μακρότερον εἰπεῖν περὶ αὐτῶν.</p>
8	<p>ἐπειδὴ γὰρ οὗτοι τὴν αἰτίαν εἰς ἐκείνους ἀνέφερον, παρακαλέσαντες τοὺς ἄρχοντας ἠρωτῶμεν. καὶ οἱ μὲν δύο οὐδὲν ἔφασαν εἰδέναι τοῦ πράγματος, Ἄνυτος δ’ ἔλεγεν ὡς τοῦ προτέρου χειμῶνος, ἐπειδὴ τίμιος ἦν ὁ σῖτος, τούτων ὑπερβαλλόντων ἀλλήλους καὶ πρὸς σφᾶς αὐτοὺς μαχομένων συμβουλεύσειεν αὐτοῖς παύσασθαι φιλονικοῦσιν, ἡγούμενος συμφέρειν ὑμῖν τοῖς παρὰ τούτων ὠνουμένοις ὡς ἀξιώτατον τούτους πρίασθαι· δεῖν γὰρ αὐτοὺς ὀβολῷ μόνον πωλεῖν τιμιώτερον.</p>
9	<p>ὡς τοίνυν οὐ συμπριαμένους καταθέσθαι ἐκέλευεν αὐτούς, ἀλλὰ μὴ ἀλλήλοις ἀντωνεῖσθαι συνεβούλευεν, αὐτὸν ὑμῖν Ἄνυτον μάρτυρα παρέξομαι.</p>
9	<p><label>Μαρτυρία</label></p>
