1	<p rend="align(indent)">ἐγὼ μέν, ὦ ἄνδρες δικασταί, καὶ ὑμᾶς αἰτοῦμαι τὰ δίκαια ψηφίσασθαι, καὶ τῶν στρατηγῶν δέομαι, ἐπεὶ καὶ ἐν τῇ ἄλλῃ ἀρχῇ πολλοῦ ἄξιοι τῇ πόλει γεγόνασι, καὶ τῶν τῆς ἀστρατείας γραφῶν κοινοὺς εἶναι τῷ τε διώκοντι καὶ τῷ φεύγοντι, καὶ μὴ βοηθοῦντας ᾧ ἂν βούλωνται πᾶσαν προθυμίαν ἔχειν παρὰ τὸ δίκαιον ὑμᾶς ψηφίσασθαι, <milestone unit="part" n="Narr"/> <milestone unit="part" n="Proof"/></p>
2	<p>ἐνθυμουμένους ὅτι σφόδρʼ ἂν ἠγανακτεῖτε, εἰ <add>ἐν</add> <note resp="Loeb" anchored="true" xml:lang="lat"> <foreign xml:lang="grc">ἐν</foreign> add. Reiske</note> τῇ ὑμετέρᾳ δοκιμασίᾳ οἱ θεσμοθέται ἀναβάντες ὑμῶν ἐδέοντο καταψηφίσασθαι, ἡγούμενοι δεινὸν εἶναι εἰ οἱ τιθέντες τὸν ἀγῶνα καὶ τὴν ψῆφον διδόντες<note resp="Loeb" anchored="true" xml:lang="lat"> <foreign xml:lang="grc">διδόντες</foreign> Taylor: <foreign xml:lang="grc">διαδιδόντες</foreign> MSS.</note> παρακελεύσονται τῶν μὲν μὴ <add>καταψηφίζεσθαι τῶν δὲ</add> <note resp="Loeb" anchored="true" xml:lang="lat"> <foreign xml:lang="grc">καταψηφίζεσθαι τῶν δὲ</foreign> add. Baiter et Sauppe</note> καταψηφίζεσθαι.</p>
3	<p>τί δʼ ἂν αἴσχιον ἔθος ἢ δεινότερον πρᾶγμα τούτου <add>ἐν</add> <note resp="Loeb" anchored="true" xml:lang="lat"> <foreign xml:lang="grc">ἐν</foreign> add. Frohberger</note> τῇ πόλει γένοιτο, εἰ τολμήσει ὁ μὲν ἄρχων ἐν ταῖς<note resp="Loeb" anchored="true" xml:lang="lat"> <foreign xml:lang="grc">ἐν ταῖς</foreign> Reiske: <foreign xml:lang="grc">ἐμβὰς</foreign> MSS.</note> τῶν ἐπικλήρων δίκαις ἀντιβολεῖν καὶ ἱκετεύειν τοὺς δικαστὰς ὅ τι ἂν βούληται πραχθῆναι, ὁ δὲ πολέμαρχος καὶ οἱ ἕνδεκα δεήσονται ἐν ταῖς δίκαις ταῖς ὑφʼ ἑαυτῶν εἰσαγομέναις,</p>
4	<p>ὥσπερ καὶ νῦν; χρὴ τοίνυν καὶ ὑπὲρ ὑμῶν αὐτῶν τὴν γνώμην ἔχειν, ἐνθυμουμένους ὅτι οὐδὲν διοίσει<note resp="Loeb" anchored="true" xml:lang="lat"> <foreign xml:lang="grc">διοίσει</foreign> Bekker: <foreign xml:lang="grc">δεήσει</foreign> MSS.</note> ὑμᾶς ἰδίᾳ περὶ τῆς ἀστρατείας βοηθεῖν, ἢ τούτων τινὰς δεῖσθαι αὐτοὺς τὴν ψῆφον διδόντας.</p>
5	<p>σκέψασθε δέ, ὦ ἄνδρες δικασταί, ἐὰν ἱκανὸν γένηται τεκμήριον ὅτι οὐδείς πω τῶν ἀρχόντων ἐν τῷ στρατοπέδῳ Ἀλκιβιάδῃ ἦν παρεσκευασμένος. ἐχρῆν γὰρ αὐτούς, εἴπερ ἀληθῆ λέγουσιν, ἀνακαλεῖν μὲν Πάμφιλον, ὅτι ἀφαιρῶν τὸν ἵππον ἱππέως ἀπεστέρει τὴν πόλιν, ἐπιβάλλειν δὲ τῷ φυλάρχῳ, ὅτι ἐξελαύνων Ἀλκιβιάδην ἐκ τῆς φυλῆς ἄκυρον ἐποίει τὴν τούτων τάξιν, κελεύειν δὲ τὸν ταξίαρχον ἐξαλείφειν αὐτὸν ἐκ τοῦ τῶν ὁπλιτῶν καταλόγου.</p>
6	<p>νῦν δὲ τούτων οὐδὲν ἐποίησαν, ἀλλʼ ἐν μὲν τῷ στρατοπέδῳ περιεώρων αὐτὸν ὑπὸ πάντων προπηλακιζόμενον κἀν τοῖς ἱπποτοξόταις ἱππεύοντα, ἐπειδὴ δὲ ὑμᾶς δεῖ παρὰ τῶν ἀδικούντων δίκην λαμβάνειν, χαριζόμενοι μαρτυροῦσιν ὑφʼ ἑαυτῶν αὐτὸν τετάχθαι. καίτοι δεινόν, ὦ ἄνδρες δικασταί, αὐτοὺς μὲν τοὺς στρατηγοὺς ὑπὸ τοῦ δήμου χειροτονηθέντας μὴ ἂν τολμῆσαι πρότερον ἡμῶν ἡγήσασθαι, ἕως <del>ἂν</del> <note resp="Loeb" anchored="true" xml:lang="lat"> <foreign xml:lang="grc">ἂν</foreign> del. Dobree</note> ἐδοκιμάσθησαν κατὰ τοὺς νόμους, Ἀλκιβιάδην δὲ τολμᾶν παρὰ τοὺς τῆς πόλεως νόμους ὑπʼ αὐτῶν ταχθῆναι.</p>
7	<p>δεινὸν δέ μοι δοκεῖ εἶναι, ὦ ἄνδρες δικασταί, εἰ τῶν μὲν δεδοκιμασμένων ἱππέων οὐκ ἐπὶ τούτοις ἐστὶν ὅντινα βούλονται αὐτοὶ εἰς τοὺς ὁπλίτας καταλέξαι, τῶν δὲ ὁπλιτῶν ἀδοκιμάστων ὄντων ἐπὶ τούτοις ἔσται ὅντινʼ ἂν βούλωνται ἱππεύειν.</p>
8	<p>εἰ μὲν τοίνυν, ὦ ἄνδρες δικασταί, ὄντες κύριοι πολλῶν βουλομένων μηδένα τῶν ἄλλων ἱππεύειν εἴασαν, οὐκ ἂν δικαίως χαρίζοισθε αὐτοῖς· εἰ δʼ ἄκυροι ὄντες ὁμολογήσουσι τάξαι, ἐνθυμεῖσθαι χρὴ ὅτι ὀμωμόκατε τὰ δίκαια γνώσεσθαι, ἀλλʼ οὐχ ὅ τι ἂν οὗτοι κελεύωσι ψηφιεῖσθαι, ὥστε οὐδένα χρὴ τῶν δεομένων περὶ πλείονος ὑμῶν αὐτῶν καὶ τῶν ὅρκων ποιεῖσθαι.</p>
9	<p>καὶ μὲν δή, ὦ ἄνδρες δικασταί, εἴ τῳ δοκεῖ μεγάλη ἡ ζημία<note resp="Loeb" anchored="true" xml:lang="lat"> <foreign xml:lang="grc">μεγάλη ἡ ζημία</foreign> Reiske: <foreign xml:lang="grc">μεγάλης ζημίας</foreign>.</note> εἶναι καὶ λίαν ἰσχυρὸς ὁ νόμος, μεμνῆσθαι χρὴ ὅτι οὐ νομοθετήσοντες περὶ αὐτῶν ἥκετε, ἀλλὰ κατὰ τοὺς κειμένους νόμους ψηφιούμενοι, οὐδὲ τοὺς ἀδικοῦντας ἐλεήσοντες, ἀλλὰ πολὺ μᾶλλον αὐτοῖς ὀργιούμενοι καὶ ὅλῃ τῇ πόλει βοηθήσοντες, εὖ εἰδότες ὅτι ὑπὲρ τῶν παρεληλυθότων ὀλίγους τιμωρησάμενοι πολλοὺς ποιήσετε κοσμιωτέρους ἐν τοῖς μέλλουσι κινδυνεύειν.</p>
10	<p>χρὴ δέ, ὦ ἄνδρες δικασταί, ὥσπερ οὗτος ἀμελήσας τῆς πόλεως τὴν αὑτοῦ σωτηρίαν ἐσκέψατο, οὕτως ὑμᾶς ἀμελήσαντας τούτου τῇ πόλει τὰ βέλτιστα ψηφίσασθαι, ἄλλως τε καὶ ὅρκους ὀμωμοκότας καὶ περὶ Ἀλκιβιάδου μέλλοντας ψηφίσασθαι, ὃς ἐὰν ὑμᾶς ἐξαπατήσῃ, καταγελῶν τῆς πόλεως ἄπεισιν· οὐ γὰρ δὴ χάριν γε ὑμῖν ἀποδώσει τῇ ψήφῳ κρύβδην εὖ παθών, ὃς τῶν φίλων τοὺς φανερῶς αὐτὸν εὖ ποιήσαντας κακῶς ποιεῖ.</p>
