1	<p rend="align(indent)"> ἴσως τινὲς ὑμῶν, ὦ ἄνδρες δικασταί, διὰ τὸ βούλεσθαί με ἄξιον εἶναί τινος ἡγοῦνται καὶ εἰπεῖν ἂν μᾶλλον ἑτέρου δύνασθαι· ἐγὼ δὲ τοσούτου δέω περὶ τῶν μὴ, προσηκόντων ἱκανὸς εἶναι λέγειν, ὥστε δέδοικα μή, καὶ περὶ ὧν ἀναγκαῖόν μοί ἐστι λέγειν, ἀδύνατος ὦ τὰ δέοντα εἰπεῖν. οἴμαι μὲν οὖν, ἐάν πάντα διηγήσωμαι τὰ πεπραγμένα ἡμῖν πρὸς Ἐράτωνα καὶ τοὺς ἐκείνου παῖδας, ῥαδίως ἐξ αὐτῶν ὑμᾶς εὑρήσειν ἃ προσήκει σκέψασθαι περὶ ταύτης τῆς διαδικασίας. ἐξ ἀρχῆς οὖν ἀκούσατε.</p>
2	<p rend="align(indent)"> ἐράτων ὁ Ἐρασιφῶντος πατὴρ ἐδανείσατο παρὰ τοῦ ἐμοῦ πάππου τάλαντα δύο. ὅτι μὲν οὖν ἔλαβε τἀργύριον καὶ ὡς τοσοῦτόν γε ἐδεήθη δανείσασθαι, <del>καὶ</del><note resp="Loeb" anchored="true" xml:lang="lat"><foreign xml:lang="grc">καὶ</foreign> del. Hude.</note> ὧν ἐναντίον ἐδόθη, μάρτυρας ὑμῖν παρέξομαι· ἃ δʼ ἐχρήσατο αὐτῷ καὶ ὅσα ὠφελήθη, οἱ μᾶλλόν τε ἐμοῦ εἰδότες καὶ παραγεγενημένοι οἷς ἐκεῖνος ἔπραττε διηγήσονται ὑμῖν καὶ μαρτυρήσουσι. καί μοι κάλει μάρτυρας.</p>
3	<p rend="align(center)"><label>Μάρτυρες</label></p>
3	<p rend="align(indent)">ἕως τοίνυν ὁ Ἐράτων ἔζη, τούς τε τόκους ἀπελαμβάνομεν<note resp="Loeb" anchored="true" xml:lang="lat"><foreign xml:lang="grc">ἀπελαμβάνομεν</foreign> Hertlein: <foreign xml:lang="grc">ἀπελάμβανον ἐγὼ</foreign>.</note> καὶ τἆλλα τὰ συγκείμενα· ἐπειδὴ δὲ ἐτελεύτησε καταλιπὼν ὑοὺς τρεῖς, Ἐρασιφῶντα καὶ Ἐράτωνα καὶ Ἐρασίστρατον, οὗτοι οὐδὲν ἔτι ἡμῖν τῶν δικαίων ἐποίουν. ἐν μὲν οὖν τῷ πολέμῳ, διότι οὐκ ἦσαν δίκαι, οὐ δυνατοὶ ἦμεν παρʼ αὐτῶν ἃ ὤφειλον πράξασθαι· ἐπειδὴ δὲ εἰρήνη ἐγένετο, ὅτε περ πρῶτον αἱ ἀστικαὶ δίκαι ἐδικάζοντο, λαχὼν ὁ πατὴρ παντὸς τοῦ συμβολαίου Ἐρασιστράτῳ, ὅσπερ μόνος τῶν ἀδελφῶν ἐπεδήμει, κατεδικάσατο ἐπὶ Ξεναινέτου ἄρχοντος. μάρτυρας δὲ καὶ τούτων παρέξομαι ὑμῖν. καί μοι κάλει μάρτυρας.</p>
4	<p rend="align(center)"><label>Μάρτυρες</label></p>
4	<p rend="align(indent)">ὅτι μὲν τὰ Ἐράτωνος δικαίως ἂν ἡμέτερα εἴη, ἐκ τούτων ῥᾴδιον εἰδέναι, ὅτι δὲ πάντα δημεύεται, ἐξ αὐτῶν <add>τῶν</add><note resp="Loeb" anchored="true" xml:lang="lat"><foreign xml:lang="grc">τῶν</foreign> add. Reiske.</note> ἀπογραφῶν· τρεῖς γὰρ καὶ τέτταρες ἕκαστα ἀπογεγράφασι. καίτοι τοῦτό γε παντὶ εὔγνωστον, ὅτι οὐκ ἂν παρέλιπον, εἴ τι ἄλλο τῶν Ἐράτωνος οἷόν τε ἦν δημεύειν, οἱ πάντα τὰ Ἐράτωνος ἀπογράφοντες καὶ ἃ ἐγὼ<note resp="Loeb" anchored="true" xml:lang="lat"><foreign xml:lang="grc">καὶ ἃ ἐγὼ</foreign> Reiske: <foreign xml:lang="grc">καὶ λέγω, ἐγὼ δὲ</foreign> MSS.</note> πολὺν ἤδη χρόνον κέκτημαι. ὡς μὲν οὖν ἡμῖν οὐδʼ ἑτέρωθεν εἰσπράξασθαι οἷόν τε, ἐὰν ὑμεῖς ταῦτα δημεύσητε,</p>
5	<p>εὔγνωστόν μοι δοκεῖ εἶναι· ὡς δὲ τὴν ἀμφισβήτησιν ἐποιησάμην πρός τε ὑμᾶς καὶ τοὺς ἰδιώτας, ἔτι ἀκούσατε. ἕως μὲν γὰρ ἡμῖν οἱ Ἐρασιφῶντος οἰκεῖοι τούτων τῶν χρημάτων ἠμφεσβήτουν, ἅπαντα ἠξίουν ἐμὰ εἶναι, διότι ὑπὲρ ἅπαντος τοῦ χρέως ἀντιδικῶν πρὸς τὸν πατέρα ὁ Ἐρασίστρατος ἡττήθη· καὶ τὰ μὲν Σφηττοῖ ἤδη τρία ἔτη μεμίσθωκα, τῶν δὲ Κικυννοῖ καὶ τῆς οἰκίας ἐδικαζόμην τοῖς ἔχουσι. πέρυσι μὲν οὖν διεγράψαντό μου τὰς δίκας, ἔμποροι φάσκοντες εἶναι· νυνὶ δὲ λαχόντος ἐν τῷ Γαμηλιῶνι μηνὶ οἱ ναυτοδίκαι οὐκ ἐξεδίκασαν.</p>
6	<p>ἐπειδὴ δʼ ὑμῖν τὰ Ἐρασιφῶντος δημεύειν ἔδοξεν, ἀφεὶς τῇ πόλει τὼ δύο μέρει τὰ Ἐρασιστράτου ἀξιῶ μοι ψηφισθῆναι, διότι ταῦτά γε ἤδη καὶ πρότερον ἐγνώκατε ἡμέτερα εἶναι. ὡρισάμην οὖν ἐμαυτῷ τὸ τρίτον μέρος τῆς ἐκείνων οὐσίας οὐ τὴν ἀκρίβειαν ἐπισκεψάμενος, ἀλλὰ πολλῷ πλέον ἢ τὼ δύο μέρει τῷ δημοσίῳ ὑπολιπών.</p>
7	<p>ῥᾴδιον δὲ γνῶναι ἐκ τοῦ τιμήματος τοῦ ἐπιγεγραμμένου τοῖς χρήμασιν. ἅπαντα μὲν γὰρ πλείονος ἢ ταλάντου τετίμηνται, ὧν δʼ ἐγὼ ἀμφισβητῶ τῷ μὲν πέντε μνᾶς τῷ δὲ χιλίας δραχμὰς ἐπεγραψάμην· καὶ εἰ πλείονος ἄξιά ἐστιν ἢ τοσούτου, ἀποκηρυχθέντων τὸ περιττὸν ἡ πόλις λήψεται.</p>
8	<p>ἵνα οὖν εἰδῆτε ὅτι ταῦτα ἀληθῆ ἐστι, μάρτυρας ὑμῖν παρέξομαι πρῶτον μὲν τοὺς μεμισθωμένους παρʼ ἐμοῦ τὸ Σφηττοῖ χωρίον, ἔπειτα τοῦ Κικυννοῖ τοὺς γείτονας, οἳ ἴσασιν ἡμᾶς ἤδη τρία ἔτη ἀμφισβητοῦντας, ἔτι δὲ τούς τε πέρυσιν ἄρξαντας, πρὸς οὓς αἱ δίκαι ἐλήχθησαν, καὶ τοὺς νῦν ναυτοδίκας.</p>
9	<p>ἀναγνωσθήσονται δὲ ὑμῖν καὶ αὗται αἱ ἀπογραφαί· ἐκ τούτων γὰρ μάλιστα γνώσεσθε ὅτι οὔτε νεωστὶ ταῦτα τὰ χρήματα ἀξιοῦμεν ἡμέτερα εἶναι, οὔτε νυνὶ τῷ δημοσίῳ πλειόνων ἀμφισβητοῦμεν ἢ τῷ ἔμπροσθεν χρόνῳ τοῖς ἰδιώταις. καί μοι κάλει μάρτυρας.</p>
10	<p rend="align(center)"><label>Μάρτυρες</label></p>
10	<p rend="align(indent)">ὅτι μέν, ὦ ἄνδρες δικασταί, οὐ παρὰ τὸ δίκαιον ἀξιῶ μοι ψηφίσασθαι τὸ διαδίκασμα, ἀλλʼ αὐτὸς τῇ πόλει πολλὰ τῶν ἐμαυτοῦ ἀφεὶς τοῦτο ἀξιῶ μοι ἀποδοθῆναι, ἀποδέδεικται. ἤδη δέ μοι δοκεῖ δίκαιον εἶναι καὶ δεηθῆναι ὑμῶν τε καὶ τῶν συνδίκων ἐναντίον ὑμῶν.</p>
