0059	003	-	-	1	t_1	ΣΩ	n	-	-	n-s---mv-	Case=v|Gender=m|Number=s	σω
0059	003	-	-	2	t_2	.	u	-	-	u--------	_	.
0059	003	-	-	1	t_3	τί	p	-	-	p-s---na-	Case=a|Gender=n|Number=s	τίς
0059	003	-	-	2	t_4	τηνικάδε	d	-	-	d--------	_	τηνικάδε
0059	003	-	-	3	t_5	ἀφῖξαι	v	-	-	v2srie---	Mood=i|Number=s|Person=2|Tense=r|Voice=e	ἀφικνέομαι
0059	003	-	-	4	t_6	,	u	-	-	u--------	_	,
0059	003	-	-	5	t_7	ὦ	i	-	-	i--------	_	ὦ
0059	003	-	-	6	t_8	Κρίτων	n	-	-	n-s---mv-	Case=v|Gender=m|Number=s	κρίτων
0059	003	-	-	7	t_9	;	u	-	-	u--------	_	;
0059	003	-	-	1	t_10	ἢ	d	-	-	d--------	_	ἤ1
0059	003	-	-	2	t_11	οὐ	d	-	-	d--------	_	οὐ
0059	003	-	-	3	t_12	πρῲ	d	-	-	d--------	_	πρωί
0059	003	-	-	4	t_13	ἔτι	d	-	-	d--------	_	ἔτι
0059	003	-	-	5	t_14	ἐστίν	v	-	-	v3spia---	Mood=i|Number=s|Person=3|Tense=p|Voice=a	εἰμί
0059	003	-	-	6	t_15	;	u	-	-	u--------	_	;
0059	003	-	-	1	t_16	ΚΡ	n	-	-	n-s---mn-	_	κρ
0059	003	-	-	2	t_17	.	u	-	-	u--------	_	.
0059	003	-	-	1	t_18	πάνυ	d	-	-	d--------	_	πάνυ
0059	003	-	-	2	t_19	μὲν	d	-	-	d--------	_	μέν
0059	003	-	-	3	t_20	οὖν	d	-	-	d--------	_	οὖν
0059	003	-	-	5	t_21	.	u	-	-	u--------	_	.
0059	003	-	-	1	t_22	ΣΩ	n	-	-	n-s---mv-	Case=v|Gender=m|Number=s	σω
0059	003	-	-	2	t_23	.	u	-	-	u--------	_	.
0059	003	-	-	1	t_24	πηνίκα	d	-	-	d--------	_	πηνίκα
0059	003	-	-	2	t_25	μάλιστα	d	-	-	d--------	_	μάλιστα
0059	003	-	-	4	t_26	;	u	-	-	u--------	_	;
0059	003	-	-	1	t_27	ΚΡ	n	-	-	n-s---mn-	_	κρ
0059	003	-	-	2	t_28	.	u	-	-	u--------	_	.
0059	003	-	-	1	t_29	ὄρθρος	n	-	-	n-s---mn-	Case=n|Gender=m|Number=s	ὄρθρος
0059	003	-	-	2	t_30	βαθύς	a	-	-	a-s---mn-	Case=n|Gender=m|Number=s	βαθύς
0059	003	-	-	4	t_31	.	u	-	-	u--------	_	.
0059	003	-	-	1	t_32	ΣΩ	n	-	-	n-s---mv-	Case=v|Gender=m|Number=s	σω
0059	003	-	-	2	t_33	.	u	-	-	u--------	_	.
0059	003	-	-	1	t_34	θαυμάζω	v	-	-	v1spia---	Mood=i|Number=s|Person=1|Tense=p|Voice=a	θαυμάζω
0059	003	-	-	2	t_35	ὅπως	c	-	-	c--------	_	ὅπως
0059	003	-	-	3	t_36	ἠθέλησέ	v	-	-	v3saia---	Mood=i|Number=s|Person=3|Tense=a|Voice=a	ἐθέλω
